period,synthetic,pd,outcome
0,True,0.21523585398772158,0
0,True,0.14800079468797522,0
0,True,0.23752255979032288,0
0,True,0.2470282358195607,0
0,True,0.10244824056730818,0
0,True,0.1348910246568841,0
0,True,0.20639202015836428,0
0,True,0.1841878703828209,0
0,True,0.19915994212478558,0
0,True,0.157347803621321,0
0,True,0.24396989874314146,0
0,True,0.23888959677144744,0
0,True,0.20330153487806082,0
0,True,0.25636206034840164,1
0,True,0.22337546711260228,0
0,True,0.1570353768558381,0
0,True,0.21843753920412495,0
0,True,0.15205586995855006,0
0,True,0.24392251506536364,0
0,True,0.19750370445068738,0
0,True,0.19075688182273698,0
0,True,0.16595352277980294,1
0,True,0.2611270669337015,0
0,True,0.1922735258965599,0
0,True,0.17858360889184466,0
0,True,0.18239332247558854,1
0,True,0.22661545927766746,0
0,True,0.21827220321820393,0
0,True,0.22063663057979943,0
0,True,0.22154105015039416,0
0,True,0.30708238004352306,1
0,True,0.17967924918076922,0
0,True,0.17438786354642313,0
0,True,0.15931136358760611,0
0,True,0.2307989711287748,0
0,True,0.2564486146360446,1
0,True,0.19430262711725627,0
0,True,0.1579921761518736,0
0,True,0.15877593921543803,1
0,True,0.23252963939123505,1
0,True,0.23716270856017213,0
0,True,0.22715771341525975,0
0,True,0.16672451463556529,0
0,True,0.211608066153336,0
0,True,0.2058342904570364,0
0,True,0.21093442983645067,0
0,True,0.2435714388974095,1
0,True,0.21117977743873412,1
0,True,0.23394567815359477,1
0,True,0.2033789534744446,1
0,True,0.21445596993449922,0
0,True,0.23156441129192704,0
0,True,0.12714220900721668,0
0,True,0.18401643918213495,0
0,True,0.17648136728536024,0
0,True,0.1680561075878329,0
0,True,0.18624288743866582,0
0,True,0.2747470655617198,0
0,True,0.15670844421533786,0
0,True,0.24841391772957405,0
0,True,0.11585651141920977,0
0,True,0.18325574850071127,0
0,True,0.2081376532552503,1
0,True,0.22931111656796394,1
0,True,0.23556132898964277,0
0,True,0.23966736175999628,0
0,True,0.18256374638757814,0
0,True,0.17688241036677166,0
0,True,0.2428987940628577,1
0,True,0.19043478375591927,0
0,True,0.1362156838331039,0
0,True,0.14333563929982598,0
0,True,0.15402738569991944,0
0,True,0.2248580372026882,1
0,True,0.20712128680352826,0
0,True,0.2345242677033884,0
0,True,0.1786373676831733,0
0,True,0.20792698455383574,0
0,True,0.23127951969836685,1
0,True,0.1845326730139881,1
0,True,0.22283876187787058,0
0,True,0.16690370294666745,0
0,True,0.18184730767174642,0
0,True,0.18091310530008356,0
0,True,0.14020801772054803,1
0,True,0.2243486240392791,0
0,True,0.17652988298986383,0
0,True,0.20062470593638437,1
0,True,0.22403733294529546,0
0,True,0.2223265588014972,0
0,True,0.23326925544863933,0
0,True,0.19507572577452884,0
0,True,0.17883508439779233,0
0,True,0.19601408945468005,0
0,True,0.11563327830209852,1
0,True,0.12764437637884563,1
0,True,0.1338650193822799,0
0,True,0.15013765861992592,0
0,True,0.21998871133617184,0
0,True,0.15472604723199695,1
0,True,0.18109187229803053,0
0,True,0.2649614148893033,0
0,True,0.18218680144692873,0
0,True,0.23687577842335433,0
0,True,0.15331911599950615,0
0,True,0.18972812210661852,0
0,True,0.15249889725447094,0
0,True,0.1830483462049719,1
0,True,0.2420154068728698,1
0,True,0.11363397884038257,0
0,True,0.22172118217729286,0
0,True,0.2118867801166139,0
0,True,0.1702925022151603,0
0,True,0.12769710728057726,0
0,True,0.2036064753856935,1
0,True,0.1735253645468099,0
0,True,0.2116338105677352,1
0,True,0.20109260727617215,0
0,True,0.28008894456604577,0
0,True,0.1880322186263488,0
0,True,0.14882512536890677,0
0,True,0.20896378174781582,0
0,True,0.21099983419858828,0
0,True,0.26795937876202186,0
0,True,0.24175556229572895,1
0,True,0.21784355295747548,0
0,True,0.2731651445609781,0
0,True,0.14056184728385746,0
0,True,0.16801242336251263,0
0,True,0.15367120292972375,0
0,True,0.18050950984221162,1
0,True,0.13116569262218458,0
0,True,0.23175754734072024,0
0,True,0.18888886514506134,1
0,True,0.12645968527486712,0
0,True,0.14922104593962293,0
0,True,0.21567569237250978,0
0,True,0.24190632839471907,0
0,True,0.29983654458458936,1
0,True,0.3456931233003665,0
0,True,0.22072047166379982,0
0,True,0.1505230939984068,0
0,True,0.09339768596343455,0
0,True,0.2133855731171918,0
0,True,0.1593529452344837,0
0,True,0.17923213699101576,0
0,True,0.1693951600470096,0
0,True,0.19296045567918074,0
0,True,0.25329901153938217,0
0,True,0.20785242837226725,0
0,True,0.1920682581480656,1
0,True,0.14821731235870944,0
0,True,0.11626585276478216,1
0,True,0.17568460454633347,0
0,True,0.197310872459084,0
0,True,0.28839649567899417,0
0,True,0.2065137260736443,0
0,True,0.24913697555115288,1
0,True,0.1750352200730424,1
0,True,0.14075281167914877,1
0,True,0.1517441618883814,0
0,True,0.16373869677321234,0
0,True,0.3064234866217582,0
0,True,0.1589306660387807,0
0,True,0.24192446018681726,0
0,True,0.1548536410956487,0
0,True,0.2465786506437122,0
0,True,0.21924754830529317,1
0,True,0.19216810511709548,0
0,True,0.19796187369322832,0
0,True,0.16726061522853047,0
0,True,0.22230361007410404,0
0,True,0.17725082598296102,0
0,True,0.1387197118116376,0
0,True,0.13610312128401902,0
0,True,0.208629395886106,0
0,True,0.2789545628205218,1
0,True,0.2079995806786719,0
0,True,0.19406808369450587,0
0,True,0.21429130698012716,0
0,True,0.26530008708534125,0
0,True,0.21096912506819282,0
0,True,0.17945363845831314,0
0,True,0.2553144355029945,0
0,True,0.2214378219230807,0
0,True,0.2767877995997996,0
0,True,0.20916172186109533,0
0,True,0.138776548413975,1
0,True,0.13159204003771674,0
0,True,0.2825463966115625,0
0,True,0.2861832860391649,1
0,True,0.19102403933586998,0
0,True,0.18084063394320063,0
0,True,0.2730722146121101,1
0,True,0.1446477158978256,0
0,True,0.15526364905220869,0
0,True,0.23216633973445222,0
0,True,0.18026974385702052,0
0,True,0.19974390666399644,0
0,True,0.1918278550737744,0
0,True,0.21687872743994668,0
0,True,0.2703740930656858,0
0,True,0.2045292453450873,0
0,True,0.23219693966384292,0
0,True,0.09749139494844888,0
0,True,0.19756407990349412,1
0,True,0.15783848648535645,0
0,True,0.1390593469788186,0
0,True,0.15609238165356248,0
0,True,0.1832938279649594,0
0,True,0.24579512711780066,0
0,True,0.1336803641130218,0
0,True,0.20153157462972088,0
0,True,0.1757915283333211,1
0,True,0.18361634528190196,1
0,True,0.25013789126523023,0
0,True,0.2269057718501963,0
0,True,0.2668699053721372,0
0,True,0.19227471603750498,0
0,True,0.16520286941646486,0
0,True,0.18880705915597504,1
0,True,0.2121248395635611,0
0,True,0.20882866792268556,1
0,True,0.14578059638833168,0
0,True,0.20452448908139373,1
0,True,0.21141141650694528,0
0,True,0.32587370187669606,0
0,True,0.29384223056408354,0
0,True,0.157337832472059,1
0,True,0.1856308319225412,0
0,True,0.12682789990814985,0
0,True,0.1704646493018257,0
0,True,0.21578025017951705,1
0,True,0.2602926810444117,0
0,True,0.16354580811281957,0
0,True,0.16729267799661018,1
0,True,0.09263554851306727,0
0,True,0.19186670397275463,0
0,True,0.14687927940702186,0
0,True,0.1735280286316963,0
0,True,0.15615696109162058,0
0,True,0.19528687228737215,0
0,True,0.11211358043216844,0
0,True,0.12664773773045046,0
0,True,0.30646235560141494,0
0,True,0.13562887093629844,0
0,True,0.14516072107726802,0
0,True,0.29184567641606574,0
0,True,0.3452533584620203,0
0,True,0.14142166855873292,1
0,True,0.1815875521605985,1
0,True,0.21707777754702548,0
0,True,0.28643488222027963,0
0,True,0.15065714607858813,0
0,True,0.18773610770289453,0
0,True,0.2388668788030872,0
0,True,0.22173830372333095,0
0,True,0.18119219643849505,0
0,True,0.19330885177419796,0
0,True,0.13125520958150091,0
0,True,0.18809131280126676,0
0,True,0.18668062549955225,0
0,True,0.2116084944813128,0
0,True,0.1722336390590492,0
0,True,0.22357692612725696,0
0,True,0.2506357908909914,0
0,True,0.2077714663834233,0
0,True,0.2175878204199602,0
0,True,0.20265776737889338,0
0,True,0.20000421965457071,1
0,True,0.16392209832285765,1
0,True,0.2158247130836654,0
0,True,0.19513567007932553,0
0,True,0.3046584154465298,0
0,True,0.27866774512376213,1
0,True,0.21929232762782505,0
0,True,0.16184713951526164,1
0,True,0.14437942640082913,0
0,True,0.25955714765444327,0
0,True,0.21313746125735694,0
0,True,0.22400717016958055,0
0,True,0.11277070065129037,0
0,True,0.24637192407790906,0
0,True,0.22272101691071816,0
0,True,0.14447846577927612,0
0,True,0.17642375962750256,0
0,True,0.21318586021782598,0
0,True,0.2026233399178122,0
0,True,0.18539144070982227,0
0,True,0.19482558659670196,0
0,True,0.18740113108965575,1
0,True,0.20762812560512345,0
0,True,0.2735745986496579,0
0,True,0.07166707795343513,0
0,True,0.1881574867745158,0
0,True,0.20882562106862235,0
0,True,0.21479969948435498,0
0,True,0.18140427093393552,0
0,True,0.11216391087607087,1
0,True,0.2163997741857055,1
0,True,0.28636751070820926,1
0,True,0.12330692975419312,0
0,True,0.24319140068490944,0
0,True,0.1835737388438553,1
0,True,0.19693378270855766,0
0,True,0.14735507446480256,0
0,True,0.1832771913822062,0
0,True,0.2650022297349479,0
0,True,0.22913276209938538,0
0,True,0.2866155802704972,1
0,True,0.2588705944488847,0
0,True,0.22195433394647882,0
0,True,0.2871967263083896,0
0,True,0.22194965793691496,0
0,True,0.24139940883985295,0
0,True,0.1851714523232646,0
0,True,0.20332729079296025,1
0,True,0.16512880883498615,0
0,True,0.24947919672974267,0
0,True,0.14108481884425672,1
0,True,0.23911751712088308,0
0,True,0.19046744712474203,0
